店の名前,駅からの距離,店のカテゴリ(キーワード),紹介文,評価,コメント数,ブックマーク数,夜の予算,昼の予算,住所,緯度,経度
アイママキッチン,吹田（ＪＲ）駅 158m,食堂、弁当,,3.06,4,97,-,-,大阪府吹田市昭和町1-1 アイワステーションビル 1F,34.764076,135.524948
たこ焼き 多幸八,北千里駅 136m,その他,,3.02,1,7,-,-,大阪府吹田市古江台4-1 B1,34.817341,135.510117
もへじ,江坂駅 336m,鉄板焼き、居酒屋,,3.06,12,207,-,-,大阪府吹田市江の木町7‐23,34.757511,135.493637
ブランジェ,阪大病院前駅 472m,パン、洋菓子,,3,1,23,-,-,大阪府吹田市山田丘2-4 阪大吹田キャンパス福利会館 1F,34.81937,135.527527
AGOO,関大前駅 285m,ハワイ料理、パンケーキ、カフェ,,3.07,14,332,"￥2,000～￥2,999",～￥999,大阪府吹田市千里山東1-7-33 1F,34.77346,135.507156
肉の専門店 たか橋 山田店,吹田市,その他,,,1,51,-,-,大阪府吹田市山田西2-6-3,34.795589,135.527924
鮮菜 やま川,吹田（ＪＲ）駅 415m,日本料理、海鮮,,3.07,18,453,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市元町29-18,34.759506,135.52269
Kotori Jelly Shop,桃山台駅 841m,洋菓子,,3.06,6,111,-,-,大阪府吹田市春日1-16-1,34.785088,135.496994
済生会千里病院 職員食堂,南千里駅 298m,社員食堂,,3.02,1,21,-,-,大阪府吹田市津雲台1-1-6 災害管理棟 3F,34.79488,135.510178
ティーズスターダイナー ガンバスタジアム店,万博記念公園駅 882m,ハンバーガー,,3.04,4,44,-,-,大阪府吹田市千里万博公園3-3,34.801788,135.538284
ボンクラ 2号店,千里山駅 143m,ホルモン,,3.02,1,12,-,-,大阪府吹田市千里山東2-22-20,34.777695,135.506409
ふぐ釜,吹田（ＪＲ）駅 455m,ふぐ,,3.04,8,217,-,-,大阪府吹田市高浜町1-13,34.759583,135.526108
ラ・パン Factory,関大前駅 102m,パン、サンドイッチ,,3.08,13,593,～￥999,-,大阪府吹田市円山町21-15,34.770111,135.506317
しゃぶ菜 ららぽーとEXPOCITY店,万博記念公園駅 463m,しゃぶしゃぶ,,3.03,15,136,-,"￥1,000～￥1,999",大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 2F,34.805485,135.53392
マクドナルド 佐井寺関西スーパー店,吹田市,ハンバーガー,,3.01,1,7,-,-,大阪府吹田市佐井寺南が丘17-1,34.779118,135.516663
CORE MEAL,吹田（ＪＲ）駅 370m,カフェ,,3.05,3,56,-,-,大阪府吹田市元町11-4,34.76017,135.525085
マザーバスケット 千里丘店,吹田市,パン、サンドイッチ,,3.01,13,75,-,-,大阪府吹田市山田南1-1 イズミヤ千里丘店１階,34.788815,135.538727
はなまるうどん 大阪江坂店,江坂駅 84m,うどん,,3.08,49,295,～￥999,～￥999,大阪府吹田市豊津町9-44 B1,34.759003,135.49614
楽楽 北店,江坂駅 498m,お好み焼き,,3.01,2,22,-,-,大阪府吹田市江坂町2-6-14,34.762074,135.493454
CAFE&BAR PAVOT,南千里駅 215m,洋食、カフェ、バー,,3.07,18,158,-,～￥999,大阪府吹田市津雲台1丁目1-30 tonarie 2F,34.79488,135.510178
オールドブルー,豊津駅 154m,バー,,,29,,"￥3,000～￥3,999",-,大阪府吹田市垂水町2-3-26 若村ビル 1F,34.763985,135.507568
炭火焼鳥アカツキ,吹田市,焼き鳥,,3.02,1,38,"￥4,000～￥4,999",～￥999,大阪府吹田市岸部北5-12-15,34.785294,135.53688
EXPO BAR,吹田市,ビアバー,,3.02,1,1,-,-,大阪府吹田市千里万博公園3-3 パナソニックスタジアム吹田 第1ゲート,34.801788,135.538284
更科,吹田（ＪＲ）駅 376m,そば、うどん、天ぷら,,3.06,8,134,-,～￥999,大阪府吹田市片山町3-31-17,34.766544,135.523407
ファミリーマート 吹田五月が丘北店,吹田市,コンビニ・スーパー,,3.02,1,2,-,-,大阪府吹田市五月が丘北22-14,34.789196,135.523605
ほっかほっか亭 吹田,吹田（ＪＲ）駅 446m,弁当,,3,3,15,-,-,大阪府吹田市昭和町14-23,34.762486,135.528427
パネッテリア ヴィヴォ,吹田（阪急）駅 240m,パン,,3.08,10,147,-,-,大阪府吹田市泉町2-18-7,34.760372,135.514862
やみつき唐揚げ丼,関大前駅 355m,弁当、からあげ,,3.02,3,60,～￥999,～￥999,大阪府吹田市千里山東1-9-21,34.773312,135.508881
将平,吹田市,そば、うどん、居酒屋,,3.19,25,560,-,-,大阪府吹田市山田西1-3-11,34.793217,135.534332
魚介スタンド POLPO,江坂駅 396m,立ち飲み,,3.06,9,695,-,-,大阪府吹田市豊津町5-28,34.761269,135.494202
マクドナルド 吹田さんくす店,吹田（ＪＲ）駅 153m,ハンバーガー,,3.03,16,65,-,～￥999,大阪府吹田市朝日町2-123 吹田さんくす２番館,34.763054,135.525436
ローソンストア100 関大前,関大前駅 354m,コンビニ・スーパー,,3,2,4,-,-,大阪府吹田市千里山東1-9-19,34.773457,135.508759
キッズカフェ ビーバンプ,吹田市,カフェ、バー、レストラン,,3,1,57,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市山田西1-26-15 メゾンドールⅢ 2F,34.789829,135.529465
KITANO ACE ONE ららぽーとEXPOCITY店,万博記念公園駅 418m,コンビニ・スーパー,,3.08,4,55,-,-,大阪府吹田市千里万博公園2-1 ららぽーとEXPOCITY 1F,34.805485,135.53392
おだて屋 もみじ,千里丘駅 590m,串揚げ,,,1,16,-,-,大阪府吹田市長野東14-4,34.79158,135.544907
丹丹 麻辣烫,北千里駅 84m,中華料理,,,2,13,-,-,大阪府吹田市古江台4-2-119 ディオス北千里 2番館 1F,34.820385,135.509125
ドッグカフェ 向日葵,山田駅 452m,喫茶店,,3.02,1,20,-,-,大阪府吹田市山田東4-13-9,34.804886,135.520523
松のや 江坂店,江坂駅 211m,とんかつ、かつ丼,,3.04,32,161,～￥999,～￥999,大阪府吹田市豊津町15-4,34.757862,135.495102
オー・ガラージュ,江坂駅 375m,フレンチ、創作料理、ビストロ,,3.52,228,10880,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市豊津町18-1 Ｅ－ＧＡＴＥ　１Ｆ,34.758675,135.493118
お弁当わかな,吹田市,弁当,,3.02,3,34,-,-,大阪府吹田市山田西2-7-10,34.796299,135.527161
すし智,吹田市,鍋、寿司、居酒屋,,3.07,13,563,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市樫切山18-8,34.797379,135.535767
ななまる食堂,吹田（阪急）駅 167m,食堂、弁当,,3.1,17,319,-,～￥999,大阪府吹田市泉町1-12-3,34.758446,135.516266
中華 麻辣燙,岸辺駅 253m,中華料理,,,1,14,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部南1-24-9,34.775066,135.542603
ロキストア,万博記念公園駅 288m,ソフトクリーム、揚げ物,,3.05,6,37,-,～￥999,大阪府吹田市千里万博公園1-1,34.809277,135.524734
CAFE de Azur,江坂駅 151m,カフェ、バー,,,10,,-,-,大阪府吹田市豊津町10-15 ライブプラザブーミン4F,34.758801,135.49556
ぺんぺん草 吹田店,吹田（ＪＲ）駅 581m,洋菓子、ケーキ,,3,4,102,-,-,大阪府吹田市高浜町4-33,34.758415,135.526337
吉野家 吹田山田店,吹田市,牛丼、カレー、食堂,,3.03,21,109,-,～￥999,大阪府吹田市山田西2-7-14,34.796021,135.527451
マイカリー食堂 関大前店,関大前駅 165m,カレー,,3.01,1,4,-,-,大阪府吹田市千里山東1-7-13 カンゾービル 1F,34.772507,135.505905
ジェラフル 万博記念公園店,万博記念公園駅 234m,クレープ・ガレット、ソフトクリーム、スイーツ,,3.01,13,82,-,-,大阪府吹田市千里万博公園10-13,34.814037,135.52417
百鳥,江坂駅 303m,焼き鳥,,3.24,23,972,"￥2,000～￥2,999",-,大阪府吹田市豊津町16-5 汐田ビル 1F,34.757771,135.493988
和-水都饌菓,南吹田駅 628m,和菓子、スイーツ,,3.19,27,351,-,-,大阪府吹田市穂波町13-42,34.755028,135.512634
ピッツエリア カプリコルノ,江坂駅 571m,ピザ,,3.32,45,1690,"￥4,000～￥4,999","￥1,000～￥1,999",大阪府吹田市垂水町3-17 第一田中マンション 1F,34.76173,135.501053
うえの,江坂駅 530m,レストラン,,,5,,-,-,大阪府吹田市江の木町12-23,34.754879,135.493332
ツチcafe,関大前駅 550m,カフェ,,3.08,12,235,-,～￥999,大阪府吹田市山手町3-31-13 マンション風 2F,34.771957,135.511932
天下一品 江坂店,江坂駅 403m,ラーメン,,3.06,115,854,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市江の木町8-27,34.757511,135.492889
おかめ,千里丘駅 562m,おでん、居酒屋,,3.03,3,107,"￥1,000～￥1,999",-,大阪府吹田市長野東16-8,34.791569,135.545288
社会店カフェ ソシオ,関大前駅 321m,学生食堂,,3,1,2,-,-,大阪府吹田市千里山東3-10-1 社会学舎内 1F,34.77549,135.510696
八剣伝 豊津店,豊津駅 129m,居酒屋、焼き鳥、海鮮,,3.01,6,50,"￥2,000～￥2,999",-,大阪府吹田市出口町28-2,34.764038,135.510773
キャンドル,吹田市,喫茶店,,3.06,5,43,-,-,大阪府吹田市山田東2-1-2,34.795124,135.528931
スパゲッテリアマッキー di Hayashida,南千里駅 160m,パスタ、イタリアン、ワインバー,,3.37,104,2774,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市津雲台1-1-30 トナリエ南千里 2F,34.79488,135.510178
千里山ラプソディー,千里山駅 155m,ラーメン、立ち飲み,,3.07,13,359,"￥2,000～￥2,999",～￥999,大阪府吹田市千里山西4-9-22,34.778828,135.503738
赤六 丼丸 豊津店,豊津駅 162m,海鮮丼,,3.01,1,34,-,-,大阪府吹田市垂水町2-3-26 アールズコート 1F,34.763985,135.507568
バッカス,江坂駅 258m,バー、焼酎バー,,3.09,15,732,"￥3,000～￥3,999",-,大阪府吹田市江の木町3-11 ロンヂェビル３F,34.757053,135.494568
クラッチコーヒーアンドベイク,江坂駅 319m,カフェ、プリン,,3.09,15,758,-,"￥1,000～￥1,999",大阪府吹田市豊津町16-8 ワタナベビル 1F,34.75769,135.493713
倉田食品,吹田（ＪＲ）駅 509m,惣菜・デリ,,,2,20,-,-,大阪府吹田市内本町2-2-7,34.7589,135.525543
サイゼリヤ 阪急ディオス北千里店,北千里駅 144m,ファミレス、イタリアン、パスタ,,3.01,11,140,-,～￥999,大阪府吹田市古江台4-2,34.820385,135.509125
ラグーン,吹田（ＪＲ）駅 6m,居酒屋、焼き鳥,,3.2,19,499,"￥2,000～￥2,999",-,大阪府吹田市朝日町1-1,34.763145,135.524002
とり信,吹田（ＪＲ）駅 410m,惣菜・デリ、焼き鳥、からあげ,,3.43,161,5069,～￥999,～￥999,大阪府吹田市元町7-14 吹田旭通商店街信号角,34.759903,135.525391
サニーサイド 吹田南千里本店,南千里駅 167m,パン、サンドイッチ、カフェ,,3.33,170,5643,～￥999,～￥999,大阪府吹田市津雲台1-1-30 トナリエ南千里 1F,34.79488,135.510178
かつアンドかつ 紫金山公園店,吹田市,とんかつ、カレーうどん、かつ丼,,3.07,48,416,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部北4-19-1,34.782753,135.531845
ステーキ.com,岸辺駅 860m,ステーキ,,3.28,40,1542,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市岸部北5-10-2-1 1F,34.784107,135.53775
フェロー,正雀駅 526m,喫茶店、食堂、カフェ,,3.01,1,32,-,-,大阪府吹田市岸部南2-35-1,34.772278,135.541245
煮干しラーメン にぼってる,吹田（阪急）駅 640m,ラーメン、餃子、からあげ,,3.54,276,4582,～￥999,～￥999,大阪府吹田市内本町2-21-10,34.755672,135.522339
炭火焼き鳥 鳥作,吹田市,焼き鳥、居酒屋、水炊き,,3.24,30,1165,"￥3,000～￥3,999",-,大阪府吹田市樫切山18-2,34.79686,135.535751
パナソニックリゾート大阪,宇野辺駅 512m,ホテル,,3.12,6,47,-,-,大阪府吹田市青葉丘南10-1,34.805744,135.551926
とらや,南吹田駅 504m,居酒屋,,,8,,-,-,大阪府吹田市南吹田5-6-1,34.750854,135.505966
元屋,吹田（ＪＲ）駅 461m,海鮮,,3.14,16,429,"￥6,000～￥7,999","￥1,000～￥1,999",大阪府吹田市片山町2-11-70,34.76622,135.520004
もりから,吹田市,からあげ,,3.01,1,5,-,～￥999,大阪府吹田市岸部北4-8-1 吹田サービスエリア（下り線）,34.782787,135.526138
和食しゃぶしゃぶ かごの屋 吹田五月が丘店,吹田市,日本料理、しゃぶしゃぶ、ビュッフェ,,3.04,26,399,"￥2,000～￥2,999","￥1,000～￥1,999",大阪府吹田市五月が丘東1-23,34.787411,135.53096
すき家 吹田五月が丘店,吹田市,牛丼、カレー、食堂,,3.01,7,25,-,-,大阪府吹田市五月が丘東13-19,34.788361,135.529984
カフェ チャクラ,江坂駅 520m,カフェ,,3.13,20,311,-,"￥1,000～￥1,999",大阪府吹田市垂水町3-17-13 アスール江坂　1F,34.761471,135.501343
ニューマサラキッチン,南吹田駅 319m,インド料理、インドカレー,,3.02,4,31,-,-,大阪府吹田市南吹田3-9-25,34.750988,135.508163
なごみ,江坂駅 378m,居酒屋,,3.05,6,285,-,-,大阪府吹田市豊津町18-4 ウイニングパラ1F,34.758423,135.493057
豚や,吹田（ＪＲ）駅 214m,タイ料理、鍋、焼肉,,3.11,35,3465,"￥2,000～￥2,999",-,大阪府吹田市昭和町7-17,34.763245,135.52597
たこ焼き いっちゃん,江坂駅 197m,たこ焼き,,3.08,15,171,～￥999,-,大阪府吹田市江の木町2-35,34.757389,135.495239
梵保庵,宇野辺駅 568m,そば,,3.64,165,8859,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市新芦屋下27-5,34.803391,135.551773
シンメイ麻辣燙,吹田（ＪＲ）駅 274m,中華料理,,3.07,9,220,-,-,大阪府吹田市昭和町10-20 ヴィラボヌール 1F,34.762749,135.526596
さつき珈琲,吹田市,カフェ,,3.09,17,369,-,"￥1,000～￥1,999",大阪府吹田市五月が丘北25-40 ユタカビル 1F,34.786934,135.526016
darumaya kitchen,吹田市,沖縄料理、ドーナツ,,,17,365,-,-,大阪府吹田市五月が丘南28-23,34.783115,135.524399
ライト兄弟,千里山駅 68m,サンドイッチ、パン、カフェ,,3.15,25,1029,-,～￥999,大阪府吹田市千里山東2-28-7,34.778305,135.505905
朝日食堂,江坂駅 574m,食堂、うどん、そば,,3.2,23,843,～￥999,～￥999,大阪府吹田市豊津町31-22,34.761753,135.492065
だし屋 寿々とね,吹田市,そば、うどん,,3.26,17,131,-,-,大阪府吹田市原町4-16-22,34.775055,135.530945
阪急ベーカリー香房 北千里店,北千里駅 33m,パン、サンドイッチ,,3,4,23,-,-,大阪府吹田市古江台4-119-6 阪急オアシス　２Ｆ,34.820126,135.509918
すき家 五月が丘店,吹田市,牛丼、カレー、食堂,,3.01,11,64,-,～￥999,大阪府吹田市五月が丘東13-19,34.788361,135.529984
カフェ・ド・クリエ 大阪大学歯学部附属病院店,阪大病院前駅 856m,パスタ、カフェ,,3.01,11,71,-,～￥999,大阪府吹田市山田丘1-8 大阪大学歯学部附属病院 1F,34.819496,135.521164
NSSOL Cafe,阪大病院前駅 714m,学生食堂,,3.04,5,18,-,-,大阪府吹田市山田丘1-9 ポプラ通り福利会館 2F,34.819496,135.521164
CAGOM,吹田（ＪＲ）駅 620m,カフェ,,3.02,1,169,-,-,大阪府吹田市片山町4-17-30,34.768475,135.525894
喫茶一番館,吹田（ＪＲ）駅 97m,喫茶店,,3.12,14,131,-,～￥999,大阪府吹田市朝日町3,34.762566,135.524536
金車,山田駅 613m,寿司,,3.09,9,346,-,～￥999,大阪府吹田市山田東4-41,34.805996,135.522598
ちーちゃんのパン,吹田（阪急）駅 232m,パン,,3.02,2,104,-,-,大阪府吹田市清和園町3-8,34.758125,135.518906
とよつ壱や,豊津駅 307m,お好み焼き,,3.09,23,483,"￥1,000～￥1,999",～￥999,大阪府吹田市垂水町1-15-1,34.764038,135.506042
安達酒販,吹田（ＪＲ）駅 498m,バー,,3.01,1,21,-,-,大阪府吹田市高浜町4-7,34.759628,135.526535
セブンイレブン 吹田広芝町北,江坂駅 398m,コンビニ・スーパー,,3.01,2,4,-,-,大阪府吹田市広芝町3-29,34.757385,135.50116
松屋 江坂駅前店,江坂駅 147m,牛丼、食堂,,3.03,25,104,-,～￥999,大阪府吹田市豊津町14-31 由谷エムワイビル 1F,34.758724,135.495331
庄平うどん,岸辺駅 212m,うどん、そば,,3.23,42,539,～￥999,～￥999,大阪府吹田市岸部南1-24-6,34.775295,135.542435
とみ,吹田（ＪＲ）駅 909m,お好み焼き,,3.01,4,62,-,-,大阪府吹田市片山町4-39-17,34.770473,135.528122
ドン・キホーテ 江坂店,江坂駅 144m,その他,,3.02,2,2,-,-,大阪府吹田市豊津町10-15,34.758801,135.49556
星乃珈琲店 吹田店,吹田市,喫茶店,,3.06,49,563,～￥999,～￥999,大阪府吹田市佐井寺南が丘10-4,34.780376,135.518387
八重,江坂駅 593m,食堂,,3.02,3,50,-,～￥999,大阪府吹田市豊津町33-7,34.760899,135.491257
めはり屋文在ヱ門 江坂店,豊津駅 249m,おにぎり、からあげ,,3.01,4,227,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市垂水町1-8-14,34.764793,135.506653
福島上等カレー 江坂店,江坂駅 88m,カレー,,3.12,97,833,～￥999,～￥999,大阪府吹田市豊津町9-44 ハートランド江坂 B1F,34.759003,135.49614
華小町わらびもち,吹田（ＪＲ）駅 230m,和菓子,,3,6,40,-,-,大阪府吹田市朝日町15-4,34.762093,135.525757
モスバーガー 吹田北口店,吹田（ＪＲ）駅 268m,ハンバーガー,,3.02,20,80,-,～￥999,大阪府吹田市片山町1-3-5,34.765282,135.522598
タリーズコーヒー 江坂駅前店,江坂駅 132m,カフェ,,3.07,49,285,～￥999,～￥999,大阪府吹田市豊津町9-1 EDGE江坂 1F,34.75872,135.496445
ラーメンスタンド 大阪1号店,北千里駅 28m,ラーメン,,3.13,26,224,"￥1,000～￥1,999","￥1,000～￥1,999",大阪府吹田市古江台4-119 Dios1番館 2F,34.820126,135.509918
焼肉でん,吹田市,売店,,3,1,3,-,-,大阪府吹田市千里万博公園3-3 パナソニック スタジアム 吹田,34.801788,135.538284
きりん寺 関大前店,関大前駅 337m,油そば・まぜそば、つけ麺,,3.03,55,1163,～￥999,～￥999,大阪府吹田市千里山東1-14-23,34.773762,135.507889
吉野家 内環状線江坂店,吹田（阪急）駅 774m,牛丼、カレー、食堂,,3.03,40,120,～￥999,-,大阪府吹田市穂波町6-25,34.757214,135.509521
お好み焼き・鉄板焼きのはらだ,岸辺駅 172m,お好み焼き、焼きそば,,3.12,11,232,"￥1,000～￥1,999",～￥999,大阪府吹田市岸部南2-2-2 サンハイツ岸部 1F,34.775852,135.540558
